price,Brand,num_votes,num_reviews,Ratings,os,utility,thickness,weight,warranty,screen_size,resolution,ppi,antiglare,aspect_ratio,touchscreen,processor,cores,threads,cache,graphic_card,ram,hard_disk,battery1,hdmi,wifi,usb,camera,others
64990,MSI,705,1,4.3,OS: Windows 11,"Utility: Gaming, Performance",Thickness: 21.7 mmThick,1.86 kgAverage,2 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,11th Gen Intel Core i7 11800H,8 x 2.3 GHz (Turbo Speed upto 4.6 GHz) Cores,"Octa Core, 16 Threads",24 MB Cache,"4 GB, NVIDIA Geforce RTX 3050 GraphicsLargest",16 GB DDR4 RAMLargest,512 GB SSD,"['52.4\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI","WiFi, Bluetooth v5.2","3 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
37516,Dell,478,16,4.1,OS: Windows 11,"Utility: Everyday Use, Business, Performance",Thickness: 21 mmThick,1.65 kgAverage,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,12th Gen Intel Core i3 1215U,2 x 1.2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10 MB Cache,Intel UHD Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"['41\u2009Wh, 3 Cell BatteryGood']","HDMI, Display Port, Multi Card Reader","WiFi, Bluetooth v5.2","1 x USB 2.0, 2 x USB 3.0",,Inbuilt Microphone
53981,Asus,149,4,4.25,OS: Windows 11,Utility: Gaming,Thickness: 20 mmThick,1.88 kgHeavy,1 Year Warranty,16 inchesLarge,1920 x 1200 pixelsGood,~ 142 PPIAverage,Anti Glare,16:10 Aspect Ratio,16:10 Aspect Ratio,5th Gen AMD Ryzen 5 5600H,6 x 3.3 GHz (Turbo Speed upto 4.2 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,AMD Radeon Vega 7 Graphics Graphics,16 GB DDR4 RAMLarge,512 GB SSD,"['50\u2009Wh, 3 Cell BatteryGood']",HDMI,"WiFi, Bluetooth v5.0","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
22980,HP,"1,043",44,3.55,OS: Windows 11,Utility: Everyday Use,Thickness: 19.9 mmAverage,1.47 kgLight,1 Year Warranty,14 inchesAverage,1366 x 768 pixelsAverage,~ 112 PPIAverage,Anti Glare,Anti Glare,Anti Glare,AMD Athlon P3045B 3045B ,,,,AMD Radeon graphics Graphics,8 GB DDR4 RAMLargest,1 TB HARD DiskLargest,,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth","2 x USB 3.0, 1 x USB Type-C",,Inbuilt Microphone
46990,Xiaomi,"2,073",,4.2,OS: Windows 10 ,Utility: Everyday Use,Thickness: 17.9 mmSlim,1.7 kgAverage,1 Year Warranty,15.6 inchesLarge,3200 x 2000 pixelsBest,~ 242 PPIHigh,16:10 Aspect Ratio,16:10 Aspect Ratio,16:10 Aspect Ratio,11th Gen Intel Core i5 11300H ,4 x 3.1 GHz (Turbo Speed upto 4.4 GHz) Cores,"Quad Core, 8 Threads",8 MB Cache,Intel Iris Xe Graphics Graphics,16 GB DDR4 RAMLargest,512 GB SSD,,"HDMI, Thunderbolt","WiFi, Bluetooth v5.1","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
56990,Lenovo,76,,4.7,OS: Windows 11,Utility: Everyday Use,1.46 kgLight,1.46 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,16 GB LPDDR5 RAMLarge,512 GB SSD,['56.6\u2009Wh BatteryGood'],HDMI,"WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
29990,Infinix,154,3,4.35,OS: Windows 11,"Utility: Performance, Everyday Use",Thickness: 211.1 mmThick,1.24 kgLight,1 Year Warranty,14 inchesAverage,1920 x 1080 pixelsAverage,~ 157 PPIHigh,16:9 Aspect Ratio,16:9 Aspect Ratio,16:9 Aspect Ratio,12th Gen Intel Core i3 1215U,2 x 1.2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10 MB Cache,Intel Integrated Iris Xe Graphics,8 GB LPDDR4X RAMAverage,512 GB SSD,"['50\u2009Wh, 3 Cell BatteryGood']",HDMI,"WiFi, Bluetooth v5.1",2 x USB Type-C,,"Backlit Keyboard, Inbuilt Microphone"
89990,Asus,107,,4.55,OS: Windows 11,Utility: Gaming,Thickness: 30.4 mmThick,2.5 kgHeavy,1 Year Warranty,16 inchesLarge,1920 x 1200 pixelsGood,~ 142 PPIAverage,Anti Glare,16:10 Aspect Ratio,16:10 Aspect Ratio,13th Gen Intel Core i5 13450HX,6 x (Turbo Speed upto 4.6 GHz) Performance Cores  4 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"10 Cores (6P + 4E), 16 Threads",20 MB Cache,"6 GB, NVIDIA GeForce RTX 3050 GraphicsLarge",16 GB DDR5 RAMAverage,512 GB SSD,['4 Cell Battery'],"HDMI, Thunderbolt","WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
55990,Asus,73,,4,OS: Windows 11,Utility: Performance,1.7 kgAverage,1.7 kgAverage,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:09 Aspect Ratio,16:09 Aspect Ratio,12th Gen Intel Core i5 12500H,4 x 2.5 GHz (Turbo Speed upto 4.5 GHz) Performance Cores  8 x 1.8 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18 MB Cache,Intel Iris Xe Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"['42\u2009Wh, 3 Cell BatteryGood']",HDMI,"WiFi, Bluetooth v5.0","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
27990,Acer,141,2,4.35,OS: Windows 11,Utility: Performance,Thickness: 19.7 mmSlim,1.59 kgLight,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,11th Gen Intel Core i3 1115G4,2 x 3 GHz (Turbo Speed upto 4.1 GHz) Cores,"Dual Core, 4 Threads",6 MB Cache,Intel UHD Graphics  Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"['36\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C",,Inbuilt Microphone
24990,Acer,"1,153",1,4.1,OS: Windows 11,Utility: Everyday Use,Thickness: 21.6 mmThick,1.5 kgAverage,1 Year Warranty,14 inchesAverage,1920 x 1080 pixelsAverage,~ 157 PPIHigh,Anti Glare,Anti Glare,Anti Glare,11th Gen Intel Core i3 1115G4,2 x 3 GHz (Turbo Speed upto 4.1 GHz) Cores,"Dual Core, 4 Threads",6 MB Cache,‎Intel Iris Xe Graphics Graphics,8 GB DDR4 RAMLargest,256 GB SSD,['45.5\u2009Wh BatteryGood'],"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.0","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C",,Inbuilt Microphone
32990,Acer,783,16,3.95,OS: Windows 11,Utility: Everyday Use,Thickness: 21.6 mmThick,1.5 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1080 pixelsAverage,~ 135 PPILow,,,,11th Gen Intel Core i5  1135G7,4 x 2.4 GHz (Turbo Speed upto 4.2 GHz) Cores,"Quad Core, 8 Threads",8 MB Cache,‎Intel Iris Xe Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"['45.5\u2009Wh, 2 Cell BatteryGood']","Ethernet (LAN), HDMI","WiFi, Bluetooth v4.2","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C",,Inbuilt Microphone
36850,HP,106,,4,OS: Windows 11,"Utility: Everyday Use, Business, Performance",Thickness: 17.9 mmSlim,1.75 kgHeavy,1 Year Warranty,15.6 inchesAverage,1366 x 768 pixelsPoor,~ 100 PPILow,Anti Glare,Anti Glare,Anti Glare,5th Gen AMD Ryzen 5 5625U,6 x 2.3 GHz (Turbo Speed upto 4.3 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,AMD Radeon Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"['41\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C",,Inbuilt Microphone
36990,Lenovo,159,,3.95,OS: Windows 11,Utility: Performance,Thickness: 19.9 mmAverage,1.7 kgAverage,1 Year Warranty,15.6 inchesLargest,1920 x 1080 pixelsAverage,~ 147 PPIHigh,Anti Glare,Anti Glare,Anti Glare,5th Gen AMD Ryzen 5 5500U,6 x 2.1 GHz (Turbo Speed upto 4 GHz) Cores,"Hexa Core, 12 Threads",8 MB Cache,AMD Radeon Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,['38\u2009Wh BatteryGood'],"Ethernet (LAN), HDMI","WiFi, Bluetooth","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",,Inbuilt Microphone
67990,Dell,246,2,4.3,OS: Windows 11,Utility: Gaming,Thickness: 26.9 mmThick,2.57 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,12th Gen Intel Core i5 12500H,4 x 2.5 GHz (Turbo Speed upto 4.5 GHz) Performance Cores  8 x 1.8 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18 MB Cache,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",8 GB DDR5 RAMAverage,512 GB SSD,"['41\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI","WiFi, Bluetooth v5.1","1 x USB 2.0, 3 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
18990,Lenovo,60,,4.2,OS: Windows 11,Utility: Everyday Use,1.8 kgHeavy,1.8 kgHeavy,1 Year Warranty,14 inchesAverage,1920 x 1080 pixelsAverage,~ 157 PPIAverage,Anti Glare,Anti Glare,Anti Glare,AMD Athlon Pro 3045B,2 x 2.3 GHz (Turbo Speed upto 3.2 GHz) Cores,"Dual Core, 2 Threads",4 MB Cache,AMD Radeon Graphics Graphics,8 GB DDR4 RAMLargest,256 GB SSD,,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",,Inbuilt Microphone
35980,Dell,"1,375",47,4.1,OS: Windows 11,"Utility: Everyday Use, Performance",Thickness: 23.5 mmThick,1.8 kgHeavy,1 Year Warranty,15.56 inchesSmall,1920 x 1080 pixelsAverage,~ 147 PPIHigh,16:9 Aspect Ratio,16:9 Aspect Ratio,16:9 Aspect Ratio,11th Gen Intel Core i3 1115G4,2 x 3 GHz (Turbo Speed upto 4.1 GHz) Cores,"Dual Core, 4 Threads",6 MB Cache,Intel UHD Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,['3 Cell Battery'],"HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","1 x USB 2.0, 2 x USB 3.0",,"Backlit Keyboard, Inbuilt Microphone"
80990,HP,104,,4,OS: Windows 11,Utility: Gaming,Thickness: 22.9 mmThick,2.31 kgHeavy,1 Year Warranty,16.1 inchesLarge,1920 x 1080 pixelsAverage,~ 137 PPILow,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,7th Gen AMD Ryzen 7 7840HS,8 x 3.8 GHz (Turbo Speed upto 5.1 GHz) Cores,"Octa Core, 16 Threads",16 MB Cache,"6 GB, NVIDIA GeForce RTX 3050 GraphicsLargest",16 GB DDR5 RAMAverage,512 GB SSD,"['70\u2009Wh, 4 Cell BatteryGood']","Ethernet (LAN), HDMI","WiFi, Bluetooth v5.3","3 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
53999,HP,107,,4.3,OS: Windows 11,Utility: Everyday Use,Thickness: 242 mmThick,1.69 kgAverage,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,12th Gen Intel Core i5 1235U,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"['41\u2009Wh, 3 Cell BatteryGood']","HDMI, Multi Card Reader","WiFi, Bluetooth v5.0",1 x USB Type-C,,Inbuilt Microphone
58989,Lenovo,110,,4.6,OS: Windows 11,Utility: Everyday Use,Thickness: 17.9 mmSlim,1.89 kgHeavy,1 Year Warranty,16 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:10 Aspect Ratio,16:10 Aspect Ratio,12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,16 GB LPDDR5 RAMAverage,512 GB SSD,['56.6\u2009Wh BatteryGood'],HDMI,"WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
126990,MSI,110,1,4.1,OS: Windows 11,Utility: Performance,Thickness: 24.9 mmThick,2.25 kgHeavy,2 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,13th Gen Intel Core i9 13900H,6 x 2.6 GHz (Turbo Speed upto 5.4 GHz) Performance Cores  8 x 1.9 GHz (Turbo Speed upto 4.1 GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24 MB Cache,"8 GB, NVIDIA GeForce RTX 4060 GraphicsLarge",16 GB DDR5 RAMAverage,1 TB SSD,"['53.5\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI","WiFi, Bluetooth v5.2","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
42999,Acer,154,,3.75,OS: Windows 11,Utility: Performance,Thickness: 19.7 mmAverage,1.59 kgLight,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,11th Gen Intel Core i5 1155G7,4 x 2.5 GHz (Turbo Speed upto 4.5 GHz) Cores,"Quad Core, 8 Threads",8 MB Cache,Intel Iris Xe Graphics Graphics,16 GB DDR4 RAMLargest,512 GB SSD,"['36\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C",,Inbuilt Microphone
84499,Dell,118,,4.05,OS: Windows 11,Utility: Everyday Use,Thickness: 19.5 mmAverage,1.59 kgAverage,1 Year Warranty,14 inchesAverage,1920 x 1200 pixelsGood,~ 141 PPIAverage,Anti Glare,16:10 Aspect Ratio,16:10 Aspect Ratio,13th Gen Intel Core i7 1360P,4 x 2.2 GHz (Turbo Speed upto 5 GHz) Performance Cores  8 x 1.6 GHz (Turbo Speed upto 3.7 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18 MB Cache,Intel Iris Xe Graphics Graphics,16 GB LPDDR5  RAMAverage,1 TB SSD,"['54\u2009Wh, 4 Cell BatteryGood']","HDMI, Multi Card Reader","WiFi, Bluetooth","2 x USB 3.0, 1 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
30990,Infinix,423,13,4.3,OS: Windows 11,"Utility: Everyday Use, Performance",Thickness: 14.8 mmSlim,1.24 kgLight,1 Year Warranty,14 inchesAverage,1920 x 1080 pixelsAverage,~ 157 PPIHigh,,,,11th Gen Intel Core i3  1115G4,2 x 3 GHz (Turbo Speed upto 4.1 GHz) Cores,"Dual Core, 4 Threads",6 MB Cache,Intel Integrated UHD Graphics Graphics,8 GB LPDDR4X RAMAverage,256 GB SSD,['50\u2009Wh BatteryGood'],HDMI,"WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
74990,HP,68,,4.55,OS: Windows 11,Utility: Performance,Thickness: 17.9 mmSlim,1.75 kgAverage,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,13th Gen Intel Core i5 1340P,4 x 1.9 GHz (Turbo Speed upto 4.6 GHz) Performance Cores  8 x 1.4 GHz (Turbo Speed upto 3.4 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",12 MB Cache,Intel Integrated Integrated Graphics,16 GB DDR4 RAMAverage,512 GB SSD,"['41\u2009Wh, 3 Cell BatteryGood']",HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
62750,HP,439,6,4.35,OS: Windows 11,Utility: Gaming,Thickness: 23.5 mmThick,2.46 kgHeavy,1 Year Warranty,16.1 inchesLarge,1920 x 1080 pixelsAverage,~ 137 PPILow,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,11th Gen Intel Core i5 11400H ,6 x 2.2 GHz (Turbo Speed upto 4.5 GHz) Cores,"Hexa Core, 12 Threads",12 MB Cache,"4 GB, NVIDIA GeForce GTX 1650 GraphicsLargest",16 GB DDR4 RAMLargest,512 GB SSD,"['70\u2009Wh, 4 Cell BatteryGood']","Ethernet (LAN), HDMI, Display Port, Multi Card Reader","WiFi, Bluetooth v5.2","3 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
65990,Asus,251,11,4.3,OS: Windows 11,Utility: Gaming,Thickness: 19.9 mmAverage,1.8 kgAverage,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,5th Gen AMD Ryzen 5  5600H,6 x 3.3 GHz (Turbo Speed upto 4.2 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,"4 GB, NVIDIA GeForce RTX 3050 GraphicsLargest",16 GB DDR4 RAMLargest,512 GB SSD,"['50\u2009Wh, 3 Cell BatteryGood']",HDMI,"WiFi, Bluetooth v5.0","2 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
11990,Primebook,"1,923",17,4.2,OS: Android 11,Utility: Everyday Use,Thickness: 19.3 mmThick,1.2 kgHeavy,1 Year Warranty,11.6 inchesLarge,1366 x 768 pixelsGood,~ 135 PPIHigh,,,,MediaTek MTK8788,8 x (Turbo Speed upto 2 GHz) Cores,Octa Core,,ARM Mali G72 Graphics,4 GB LPDDR4 RAMLarge,64 GB HARD DiskLarge,,,"WiFi, Bluetooth v5.0",2 x USB 3.0,2 MP Camera,Inbuilt Microphone
49990,Acer,750,1,4,OS: Windows 11,Utility: Gaming,Thickness: 17.9 mmSlim,1.8 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,12th Gen Intel Core i5 1240P,4 x 1.7 GHz (Turbo Speed upto 4.4 GHz) Performance Cores  8 x 1.2 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",12 MB Cache,"4 GB, NVIDIA GeForce RTX 2050 GraphicsLargest",16 GB DDR4 RAMLargest,512 GB SSD,['3 Cell Battery'],"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.2","2 x USB 3.0, 2 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
72990,Dell,504,24,4.15,OS: Windows 11,Utility: Gaming,Thickness: 26.9 mmThick,2.57 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,12th Gen Intel Core i5 12500H,4 x 2.5 GHz (Turbo Speed upto 4.5 GHz) Performance Cores  8 x 1.8 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18 MB Cache,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16 GB DDR5 RAMAverage,512 GB SSD,"['56\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI","WiFi, Bluetooth v5.1","1 x USB 2.0, 3 x USB 3.0",,"Backlit Keyboard, Inbuilt Microphone"
29990,Asus,91,,4.55,OS: Windows 11,Utility: Performance,Thickness: 19.9 mmAverage,1.8 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,11th Gen Intel Core i3 1115G4,2 x 3 GHz (Turbo Speed upto 4.1 GHz) Cores,"Dual Core, 4 Threads",6 MB Cache,Intel Integrated UHD Graphics,8 GB DDR4 RAMAverage,256 GB SSD,"['37\u2009Wh, 2 Cell BatteryGood']",HDMI,"WiFi, Bluetooth v5.1","2 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
144990,Acer,101,,4.65,OS: Windows 11,Utility: Performance,Thickness: 2.6 mmUltra Slim,2.6 kgHeavy,1 Year Warranty,16 inchesLarge,1920 x 1200 pixelsAverage,~ 142 PPILow,Anti Glare,Anti Glare,Anti Glare,13th Gen Intel Core i9 13900HX,8 x (Turbo Speed upto 5.4 GHz) Performance Cores  16 x (Turbo Speed upto 3.9 GHz) Efficient Cores,"24 Cores (8P + 16E), 32 Threads",36 MB Cache,"8 GB, NVIDIA GeForce RTX 4070 GraphicsAverage",16 GB DDR5 RAMAverage,1 TB SSD,"['90\u2009Wh, 4 Cell BatteryGood']","Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.1","3 x USB 3.0, 2 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
109990,Asus,76,,4.2,OS: Windows 11,Utility: Performance,Thickness: 18.9 mmAverage,1.45 kgLight,1 Year Warranty,14 inchesAverage,2880 x 1800 pixelsGood,~ 243 PPIHigh,Anti Glare,16:10 Aspect Ratio,16:10 Aspect Ratio,13th Gen Intel Core i9 13900H,6 x 2.6 GHz (Turbo Speed upto 5.4 GHz) Performance Cores  8 x 1.9 GHz (Turbo Speed upto 4.1 GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24 MB Cache,"4 GB, NVIDIA Geforce RTX 3050 GraphicsAverage",16 GB DDR4 RAMLargest,1 TB SSD,"['63\u2009Wh, 3 Cell BatteryGood']",HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C",,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
87990,HP,110,,4.6,OS: Windows 11,Utility: Gaming,Thickness: 22.5 mmThick,2.29 kgHeavy,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 137 PPILow,Anti Glare,16:9 Aspect Ratio,16:9 Aspect Ratio,12th Gen Intel Core i7 12650H,6 x 2.3 GHz (Turbo Speed upto 4.7 GHz) Performance Cores  4 x 1.7 GHz (Turbo Speed upto 3.5 GHz) Efficient Cores,"10 Cores (6P + 4E), 16 Threads",24 MB Cache,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16 GB DDR4 RAMAverage,1 TB SSD,"['70\u2009Wh, 4 Cell BatteryGood']","Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
88990,Asus,81,,4.45,OS: Windows 11,Utility: Gaming,Thickness: 27 mmThick,2.5 kgHeavy,1 Year Warranty,17.3 inchesLarge,1920 x 1080 pixelsAverage,~ 170 PPIHigh,Anti Glare,16: 9 Aspect Ratio,16: 9 Aspect Ratio,6th Gen AMD Ryzen 7 6800H,8 x 3.2 GHz (Turbo Speed upto 4.7 GHz) Cores,"Octa Core, 16 Threads",16 MB Cache,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16 GB DDR5  RAMAverage,512 GB SSD,"['56\u2009Wh, 4 Cell BatteryGood']","Ethernet (LAN), HDMI","WiFi, Bluetooth","2 x USB 3.0, 2 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
56990,HP,99,,4.15,OS: Windows 11,Utility: Gaming,Thickness: 23.5 mmThick,2.29 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,5th Gen AMD Ryzen 5 5600H,6 x 3.3 GHz (Turbo Speed upto 4.2 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,"4 GB, AMD Radeon RX 6500M Graphics GraphicsLargest",16 GB DDR4 RAMLarge,512 GB SSD,"['52.5\u2009Wh, 3 Cell BatteryGood']","Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
48990,MSI,126,,4.45,OS: Windows 11,Utility: Performance,1.86 kgHeavy,1.86 kgHeavy,2 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,Anti Glare,Anti Glare,Anti Glare,11th Gen Intel Core i5 11260H,6 x 2.1 GHz (Turbo Speed upto 4.4 GHz) Cores,"Hexa Core, 12 Threads",12 MB Cache,"4 GB, NVIDIA GeForce GTX 1650 GraphicsLargest",16 GB DDR4 RAMLargest,512 GB SSD,['3 Cell Battery'],"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.2","3 x USB 3.0, 1 x USB Type-C",,"Backlit Keyboard, Inbuilt Microphone"
